,feature.node.kubernetes.io/cpu-hardware_multithreading,feature.node.kubernetes.io/cpu-model.family,feature.node.kubernetes.io/cpu-model.id,feature.node.kubernetes.io/cpu-model.vendor_id,feature.node.kubernetes.io/kernel-version.full,feature.node.kubernetes.io/kernel-version.major,feature.node.kubernetes.io/kernel-version.minor,feature.node.kubernetes.io/kernel-version.revision,feature.node.kubernetes.io/system-os_release.ID,feature.node.kubernetes.io/system-os_release.VERSION_ID,feature.node.kubernetes.io/system-os_release.VERSION_ID.major,optimization,cores,threads,micro_arch,futex_waiting_ns,cpu_running_ns,cpu_waiting_ns,y_actual
hpc7g.16xlarge.generic-O1.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O1,6369.0,100602.0,61572.0,0.444164
hpc7g.16xlarge.neoverse-v1-O1.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v1,64.0,1.0,O1,6590.0,111954.0,99426.0,1.11527
hpc7g.16xlarge.neoverse-v1-O1.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v1,64.0,1.0,O1,6590.0,111954.0,99426.0,0.754579
hpc7g.16xlarge.neoverse-v1-O1.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v1,64.0,1.0,O1,6590.0,111954.0,99426.0,0.870801
hpc7g.16xlarge.generic-Os.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,Os,5998.0,150464.88888888888,116320.0,1.77568
hpc7g.16xlarge.generic-Os.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,Os,5998.0,150464.88888888888,116320.0,1.67525
hpc7g.16xlarge.generic-Os.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,Os,5998.0,150464.88888888888,116320.0,0.357331
hpc7g.16xlarge.generic-O3.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O3,6770.0,84836.0,52284.0,1.04471
hpc7g.16xlarge.generic-O3.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O3,6770.0,84836.0,52284.0,0.899454
hpc7g.16xlarge.generic-O3.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O3,6770.0,84836.0,52284.0,0.751201
hpc7g.16xlarge.cortex-a76-Ofast.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,Ofast,6659.0,129716.45000000001,111394.8,1.07022
hpc7g.16xlarge.cortex-a76-Ofast.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,Ofast,6659.0,129716.45000000001,111394.8,1.54745
hpc7g.16xlarge.cortex-a76-Ofast.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,Ofast,6659.0,129716.45000000001,111394.8,0.808718
hpc7g.16xlarge.cortex-a53-O2.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,O2,6802.0,6889.0,67679.0,1.00941
hpc7g.16xlarge.cortex-a53-O2.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,O2,6802.0,6889.0,67679.0,0.763041
hpc7g.16xlarge.cortex-a53-O2.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,O2,6802.0,6889.0,67679.0,0.97816
hpc7g.16xlarge.neoverse-v2-Ofast.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v2,64.0,1.0,Ofast,6419.0,19296.75,5245.75,0.66711
hpc7g.16xlarge.neoverse-v2-Ofast.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v2,64.0,1.0,Ofast,6419.0,19296.75,5245.75,0.761046
hpc7g.16xlarge.neoverse-v2-Ofast.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v2,64.0,1.0,Ofast,6419.0,19296.75,5245.75,0.702343
hpc7g.16xlarge.ampere1-O3.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O3,6256.0,62865.0,46600.0,1.23699
hpc7g.16xlarge.ampere1-O3.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O3,6256.0,62865.0,46600.0,0.662468
hpc7g.16xlarge.ampere1-O3.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O3,6256.0,62865.0,46600.0,0.707446
hpc7g.16xlarge.ampere1-O2.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O2,6284.0,100380.0,89454.0,1.12144
hpc7g.16xlarge.ampere1-O2.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O2,6284.0,100380.0,89454.0,0.787381
hpc7g.16xlarge.ampere1-O2.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O2,6284.0,100380.0,89454.0,0.799689
hpc7g.16xlarge.cortex-a76-O0.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,O0,6413.0,12728.5,4171.0,1.21824
hpc7g.16xlarge.cortex-a76-O0.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,O0,6413.0,12728.5,4171.0,0.641052
hpc7g.16xlarge.cortex-a76-O0.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,O0,6413.0,12728.5,4171.0,0.542023
hpc7g.16xlarge.generic-Ofast.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,Ofast,6953.0,168818.6111111111,86103.33333333334,1.91281
hpc7g.16xlarge.generic-Ofast.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,Ofast,6953.0,168818.6111111111,86103.33333333334,0.579324
hpc7g.16xlarge.generic-Ofast.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,Ofast,6953.0,168818.6111111111,86103.33333333334,0.563403
hpc7g.16xlarge.cortex-a76-O2.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,O2,6443.0,26820.8,9767.2,1.1961
hpc7g.16xlarge.cortex-a76-O2.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,O2,6443.0,26820.8,9767.2,2.00681
hpc7g.16xlarge.cortex-a76-O2.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,O2,6443.0,26820.8,9767.2,0.436711
hpc7g.16xlarge.cortex-a53-O0.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,O0,6980.0,44928.0,40940.0,1.98795
hpc7g.16xlarge.cortex-a53-O0.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,O0,6980.0,44928.0,40940.0,0.876765
hpc7g.16xlarge.cortex-a53-O0.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,O0,6980.0,44928.0,40940.0,0.892735
hpc7g.16xlarge.neoverse-n2-Og.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n2,64.0,1.0,Og,6969.0,11297.714285714286,3607.714285714286,1.45642
hpc7g.16xlarge.neoverse-n2-Og.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n2,64.0,1.0,Og,6969.0,11297.714285714286,3607.714285714286,1.8481
hpc7g.16xlarge.neoverse-n2-Og.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n2,64.0,1.0,Og,6969.0,11297.714285714286,3607.714285714286,0.444622
hpc7g.16xlarge.generic-O0.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O0,6692.0,112066.0,15422.0,1.63671
hpc7g.16xlarge.generic-O0.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O0,6692.0,112066.0,15422.0,1.15277
hpc7g.16xlarge.generic-O0.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O0,6692.0,112066.0,15422.0,0.60174
hpc7g.16xlarge.native-Og.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,native,64.0,1.0,Og,6538.0,50584.0,15720.0,1.26429
hpc7g.16xlarge.native-Og.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,native,64.0,1.0,Og,6538.0,50584.0,15720.0,0.93966
hpc7g.16xlarge.native-Og.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,native,64.0,1.0,Og,6538.0,50584.0,15720.0,0.724504
hpc7g.16xlarge.ampere1-O0.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O0,7115.0,6042.75,3010.75,1.70869
hpc7g.16xlarge.ampere1-O0.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O0,7115.0,6042.75,3010.75,0.754533
hpc7g.16xlarge.ampere1-O0.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O0,7115.0,6042.75,3010.75,0.66928
hpc7g.16xlarge.cortex-a76-Og.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,Og,6185.0,13036.714285714286,6167.714285714285,1.63402
hpc7g.16xlarge.cortex-a76-Og.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,Og,6185.0,13036.714285714286,6167.714285714285,1.56668
hpc7g.16xlarge.cortex-a76-Og.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,Og,6185.0,13036.714285714286,6167.714285714285,0.815285
hpc7g.16xlarge.cortex-a57-O3.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a57,64.0,1.0,O3,6671.0,8118.333333333333,4132.833333333333,1.05149
hpc7g.16xlarge.cortex-a57-O3.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a57,64.0,1.0,O3,6671.0,8118.333333333333,4132.833333333333,0.745546
