,feature.node.kubernetes.io/cpu-hardware_multithreading,feature.node.kubernetes.io/cpu-model.family,feature.node.kubernetes.io/cpu-model.id,feature.node.kubernetes.io/cpu-model.vendor_id,feature.node.kubernetes.io/kernel-version.full,feature.node.kubernetes.io/kernel-version.major,feature.node.kubernetes.io/kernel-version.minor,feature.node.kubernetes.io/kernel-version.revision,feature.node.kubernetes.io/system-os_release.ID,feature.node.kubernetes.io/system-os_release.VERSION_ID,feature.node.kubernetes.io/system-os_release.VERSION_ID.major,optimization,cores,threads,micro_arch,futex_waiting_ns,cpu_running_ns,cpu_waiting_ns,y_actual
hpc7g.16xlarge.cortex-x1-O0.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-x1,64.0,1.0,O0,6245.0,78588.0,49152.0,38.2187
hpc7g.16xlarge.cortex-x1-O0.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-x1,64.0,1.0,O0,6245.0,78588.0,49152.0,37.4176
hpc7g.16xlarge.cortex-a53-Os.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,Os,5939.0,95535.0,55215.0,46.432
hpc7g.16xlarge.cortex-a53-Os.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,Os,5939.0,95535.0,55215.0,49.189
hpc7g.16xlarge.cortex-a53-Os.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,Os,5939.0,95535.0,55215.0,49.1276
hpc7g.16xlarge.neoverse-n2-O2.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n2,64.0,1.0,O2,6555.0,107955.0,79350.0,44.3633
hpc7g.16xlarge.neoverse-n2-O2.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n2,64.0,1.0,O2,6555.0,107955.0,79350.0,39.4286
hpc7g.16xlarge.neoverse-n2-O2.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n2,64.0,1.0,O2,6555.0,107955.0,79350.0,48.8209
hpc7g.16xlarge.neoverse-n2-Ofast.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n2,64.0,1.0,Ofast,5742.0,132088.0,116856.0,45.0601
hpc7g.16xlarge.neoverse-n2-Ofast.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n2,64.0,1.0,Ofast,5742.0,132088.0,116856.0,49.2902
hpc7g.16xlarge.neoverse-n2-Ofast.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n2,64.0,1.0,Ofast,5742.0,132088.0,116856.0,49.8919
hpc7g.16xlarge.cortex-a57-Og.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a57,64.0,1.0,Og,6464.0,122481.77777777778,103800.0,40.3022
hpc7g.16xlarge.cortex-a57-Og.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a57,64.0,1.0,Og,6464.0,122481.77777777778,103800.0,50.5774
hpc7g.16xlarge.cortex-a57-Og.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a57,64.0,1.0,Og,6464.0,122481.77777777778,103800.0,50.6564
hpc7g.16xlarge.a64fx-Ofast.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,a64fx,64.0,1.0,Ofast,6213.0,127142.00000000001,75075.0,43.644
hpc7g.16xlarge.a64fx-Ofast.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,a64fx,64.0,1.0,Ofast,6213.0,127142.00000000001,75075.0,46.5928
hpc7g.16xlarge.a64fx-Ofast.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,a64fx,64.0,1.0,Ofast,6213.0,127142.00000000001,75075.0,48.9624
hpc7g.16xlarge.neoverse-v1-O0.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v1,64.0,1.0,O0,6547.0,56095.0,51760.0,35.7662
hpc7g.16xlarge.neoverse-v1-O0.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v1,64.0,1.0,O0,6547.0,56095.0,51760.0,38.5432
hpc7g.16xlarge.neoverse-v1-O0.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v1,64.0,1.0,O0,6547.0,56095.0,51760.0,38.4899
hpc7g.16xlarge.native-Os.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,native,64.0,1.0,Os,6035.0,107232.0,70350.0,46.2219
hpc7g.16xlarge.native-Os.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,native,64.0,1.0,Os,6035.0,107232.0,70350.0,49.1367
hpc7g.16xlarge.native-Os.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,native,64.0,1.0,Os,6035.0,107232.0,70350.0,48.2637
hpc7g.16xlarge.generic-O2.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O2,6663.0,90824.0,56088.0,43.9436
hpc7g.16xlarge.generic-O2.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O2,6663.0,90824.0,56088.0,40.0385
hpc7g.16xlarge.generic-O2.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O2,6663.0,90824.0,56088.0,48.4791
hpc7g.16xlarge.cortex-a57-Ofast.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a57,64.0,1.0,Ofast,6416.0,62633.0,486397.0,40.0337
hpc7g.16xlarge.cortex-a57-Ofast.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a57,64.0,1.0,Ofast,6416.0,62633.0,486397.0,49.5313
hpc7g.16xlarge.cortex-a57-Ofast.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a57,64.0,1.0,Ofast,6416.0,62633.0,486397.0,48.8378
hpc7g.16xlarge.cortex-a72-O0.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a72,64.0,1.0,O0,6121.0,129920.0,52100.0,35.867
hpc7g.16xlarge.cortex-a72-O0.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a72,64.0,1.0,O0,6121.0,129920.0,52100.0,38.2445
hpc7g.16xlarge.cortex-a72-O0.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a72,64.0,1.0,O0,6121.0,129920.0,52100.0,38.3491
hpc7g.16xlarge.cortex-x1-Os.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-x1,64.0,1.0,Os,5981.0,291724.51408585324,68554.6232510288,45.906
hpc7g.16xlarge.cortex-x1-Os.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-x1,64.0,1.0,Os,5981.0,291724.51408585324,68554.6232510288,49.9376
hpc7g.16xlarge.cortex-x1-Os.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-x1,64.0,1.0,Os,5981.0,291724.51408585324,68554.6232510288,48.9312
hpc7g.16xlarge.neoverse-n1-Os.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n1,64.0,1.0,Os,6162.0,30541.0,4603.0,42.468
hpc7g.16xlarge.neoverse-n1-Os.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n1,64.0,1.0,Os,6162.0,30541.0,4603.0,48.9106
hpc7g.16xlarge.neoverse-n1-Os.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n1,64.0,1.0,Os,6162.0,30541.0,4603.0,48.9393
hpc7g.16xlarge.a64fx-O3.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,a64fx,64.0,1.0,O3,6197.0,59658.0,47079.0,47.1921
hpc7g.16xlarge.a64fx-O3.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,a64fx,64.0,1.0,O3,6197.0,59658.0,47079.0,48.6712
hpc7g.16xlarge.a64fx-O3.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,a64fx,64.0,1.0,O3,6197.0,59658.0,47079.0,48.8491
hpc7g.16xlarge.cortex-x1-O3.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-x1,64.0,1.0,O3,6330.0,81070.0,62085.0,46.4329
hpc7g.16xlarge.cortex-x1-O3.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-x1,64.0,1.0,O3,6330.0,81070.0,62085.0,49.247
hpc7g.16xlarge.cortex-x1-O3.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-x1,64.0,1.0,O3,6330.0,81070.0,62085.0,48.9934
hpc7g.16xlarge.native-O1.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,native,64.0,1.0,O1,6387.0,67254.0,71940.0,45.3638
hpc7g.16xlarge.native-O1.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,native,64.0,1.0,O1,6387.0,67254.0,71940.0,48.8186
hpc7g.16xlarge.native-O1.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,native,64.0,1.0,O1,6387.0,67254.0,71940.0,48.9216
hpc7g.16xlarge.generic-O1.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O1,6369.0,100602.0,61572.0,48.1995
hpc7g.16xlarge.generic-O1.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O1,6369.0,100602.0,61572.0,50.6722
hpc7g.16xlarge.generic-O1.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O1,6369.0,100602.0,61572.0,50.9371
hpc7g.16xlarge.neoverse-v1-O1.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v1,64.0,1.0,O1,6590.0,111954.0,99426.0,45.7744
hpc7g.16xlarge.neoverse-v1-O1.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v1,64.0,1.0,O1,6590.0,111954.0,99426.0,49.0202
hpc7g.16xlarge.neoverse-v1-O1.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v1,64.0,1.0,O1,6590.0,111954.0,99426.0,49.2059
hpc7g.16xlarge.generic-Os.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,Os,5998.0,150464.88888888888,116320.0,43.801
hpc7g.16xlarge.generic-Os.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,Os,5998.0,150464.88888888888,116320.0,43.2066
hpc7g.16xlarge.generic-Os.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,Os,5998.0,150464.88888888888,116320.0,49.9622
hpc7g.16xlarge.generic-O3.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O3,6770.0,84836.0,52284.0,46.6974
hpc7g.16xlarge.generic-O3.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O3,6770.0,84836.0,52284.0,49.0358
hpc7g.16xlarge.generic-O3.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O3,6770.0,84836.0,52284.0,48.9255
hpc7g.16xlarge.cortex-a76-Ofast.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,Ofast,6659.0,129716.45000000001,111394.8,46.4286
hpc7g.16xlarge.cortex-a76-Ofast.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,Ofast,6659.0,129716.45000000001,111394.8,43.6572
hpc7g.16xlarge.cortex-a76-Ofast.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,Ofast,6659.0,129716.45000000001,111394.8,48.2672
hpc7g.16xlarge.cortex-a53-O2.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,O2,6802.0,6889.0,67679.0,46.7677
hpc7g.16xlarge.cortex-a53-O2.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,O2,6802.0,6889.0,67679.0,49.193
hpc7g.16xlarge.cortex-a53-O2.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,O2,6802.0,6889.0,67679.0,49.155
hpc7g.16xlarge.neoverse-v2-Ofast.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v2,64.0,1.0,Ofast,6419.0,19296.75,5245.75,46.3156
hpc7g.16xlarge.neoverse-v2-Ofast.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v2,64.0,1.0,Ofast,6419.0,19296.75,5245.75,48.8164
hpc7g.16xlarge.neoverse-v2-Ofast.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-v2,64.0,1.0,Ofast,6419.0,19296.75,5245.75,49.0329
hpc7g.16xlarge.ampere1-O3.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O3,6256.0,62865.0,46600.0,41.2408
hpc7g.16xlarge.ampere1-O3.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O3,6256.0,62865.0,46600.0,49.2269
hpc7g.16xlarge.ampere1-O3.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O3,6256.0,62865.0,46600.0,49.1138
hpc7g.16xlarge.ampere1-O2.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O2,6284.0,100380.0,89454.0,46.5248
hpc7g.16xlarge.ampere1-O2.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O2,6284.0,100380.0,89454.0,48.9557
hpc7g.16xlarge.ampere1-O2.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O2,6284.0,100380.0,89454.0,48.8827
hpc7g.16xlarge.cortex-a76-O0.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,O0,6413.0,12728.5,4171.0,35.1408
hpc7g.16xlarge.cortex-a76-O0.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,O0,6413.0,12728.5,4171.0,39.222
hpc7g.16xlarge.cortex-a76-O0.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,O0,6413.0,12728.5,4171.0,39.1742
hpc7g.16xlarge.generic-Ofast.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,Ofast,6953.0,168818.6111111111,86103.33333333334,42.1456
hpc7g.16xlarge.generic-Ofast.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,Ofast,6953.0,168818.6111111111,86103.33333333334,50.2267
hpc7g.16xlarge.generic-Ofast.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,Ofast,6953.0,168818.6111111111,86103.33333333334,49.9605
hpc7g.16xlarge.cortex-a76-O2.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,O2,6443.0,26820.8,9767.2,43.3971
hpc7g.16xlarge.cortex-a76-O2.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,O2,6443.0,26820.8,9767.2,42.9722
hpc7g.16xlarge.cortex-a76-O2.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,O2,6443.0,26820.8,9767.2,50.4943
hpc7g.16xlarge.cortex-a53-O0.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,O0,6980.0,44928.0,40940.0,33.856
hpc7g.16xlarge.cortex-a53-O0.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,O0,6980.0,44928.0,40940.0,39.6282
hpc7g.16xlarge.cortex-a53-O0.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a53,64.0,1.0,O0,6980.0,44928.0,40940.0,38.6278
hpc7g.16xlarge.neoverse-n2-Og.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n2,64.0,1.0,Og,6969.0,11297.714285714286,3607.714285714286,42.5895
hpc7g.16xlarge.neoverse-n2-Og.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n2,64.0,1.0,Og,6969.0,11297.714285714286,3607.714285714286,42.3326
hpc7g.16xlarge.neoverse-n2-Og.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,neoverse-n2,64.0,1.0,Og,6969.0,11297.714285714286,3607.714285714286,50.943
hpc7g.16xlarge.generic-O0.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O0,6692.0,112066.0,15422.0,31.8363
hpc7g.16xlarge.generic-O0.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O0,6692.0,112066.0,15422.0,38.5047
hpc7g.16xlarge.generic-O0.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,generic,64.0,1.0,O0,6692.0,112066.0,15422.0,39.3512
hpc7g.16xlarge.native-Og.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,native,64.0,1.0,Og,6538.0,50584.0,15720.0,45.7469
hpc7g.16xlarge.native-Og.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,native,64.0,1.0,Og,6538.0,50584.0,15720.0,48.8198
hpc7g.16xlarge.native-Og.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,native,64.0,1.0,Og,6538.0,50584.0,15720.0,48.8182
hpc7g.16xlarge.ampere1-O0.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O0,7115.0,6042.75,3010.75,32.3019
hpc7g.16xlarge.ampere1-O0.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O0,7115.0,6042.75,3010.75,39.5912
hpc7g.16xlarge.ampere1-O0.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,ampere1,64.0,1.0,O0,7115.0,6042.75,3010.75,39.193
hpc7g.16xlarge.cortex-a76-Og.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,Og,6185.0,13036.714285714286,6167.714285714285,44.1203
hpc7g.16xlarge.cortex-a76-Og.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,Og,6185.0,13036.714285714286,6167.714285714285,40.151
hpc7g.16xlarge.cortex-a76-Og.2.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a76,64.0,1.0,Og,6185.0,13036.714285714286,6167.714285714285,48.8768
hpc7g.16xlarge.cortex-a57-O3.0.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a57,64.0,1.0,O3,6671.0,8118.333333333333,4132.833333333333,47.0675
hpc7g.16xlarge.cortex-a57-O3.1.0,false,31,54273,ARM,6.1.134-152.225.amzn2023.aarch64,6,1,134,amzn,2023,2023,cortex-a57,64.0,1.0,O3,6671.0,8118.333333333333,4132.833333333333,48.9914
